npi,primary_specialty,taxonomy_code,license_state,license_issuance_year
1312232030,Emergency Medicine,207P00000X,NC,2013
1362595468,Internal Medicine,207R00000X,TX,2012
1387064169,Family Medicine,207Q00000X,FL,1990
1020967323,Family Medicine,207Q00000X,MA,2013
1300764549,Orthopaedic Surgery,207X00000X,CA,1999
1354295101,Anesthesiology,207L00000X,ID,1996
1368682518,Emergency Medicine,207P00000X,MO,2013
1473577140,Obstetrics & Gynecology,207V00000X,FL,2017
1846315665,Psychiatry & Neurology,2084A0401X,MS,1999
1587452131,Obstetrics & Gynecology,207V00000X,PA,2018
1650411725,Pediatrics,208000000X,PA,2002
1598265084,Psychiatry & Neurology,2084A0401X,GA,2007
1876465893,Radiology,2085B0100X,OH,2013
1743259859,Anesthesiology,207L00000X,MD,1994
1253040533,Anesthesiology,207L00000X,CA,2006
1182254585,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,CO,2009
1156197661,Plastic Surgery,208200000X,IN,2005
1515753675,Pediatrics,208000000X,CA,2014
1649379017,Emergency Medicine,207P00000X,TX,2013
1153622760,Psychiatry & Neurology,2084A0401X,TX,2006
1407044688,Ophthalmology,207W00000X,TN,2009
1134847783,Radiology,2085B0100X,OK,2019
1366749368,Obstetrics & Gynecology,207V00000X,CT,1995
1757203520,Emergency Medicine,207P00000X,AZ,2010
1409112632,Neurological Surgery,207T00000X,NY,2002
1163950060,Internal Medicine,207R00000X,IL,2019
1082986351,Pathology,207ZB0001X,GA,2006
1299848980,Family Medicine,207Q00000X,ME,2008
1324683931,Internal Medicine,207R00000X,FL,1997
1662597206,Surgery,208600000X,TX,2015
1966921086,Emergency Medicine,207P00000X,CA,2008
1755704222,Surgery,208600000X,CA,2003
1117556948,Pediatrics,208000000X,GA,2001
1443980648,Surgery,208600000X,AR,2009
1807224609,Emergency Medicine,207P00000X,MA,2016
1440957144,Anesthesiology,207L00000X,AL,1999
1701969754,Obstetrics & Gynecology,207V00000X,WY,2017
1184417941,Obstetrics & Gynecology,207V00000X,IL,2013
1792891818,Physical Medicine & Rehabilitation,208100000X,CA,2020
1508244245,Obstetrics & Gynecology,207V00000X,MT,2001
1863624205,Pediatrics,208000000X,WI,1995
1033381884,Internal Medicine,207R00000X,FL,2014
1125739361,Internal Medicine,207R00000X,IL,2007
1163882024,Pediatrics,208000000X,VA,1997
1397307293,Ophthalmology,207W00000X,SC,2013
1254192044,Neurological Surgery,207T00000X,MN,2016
1337062818,Family Medicine,207Q00000X,FL,2001
1455308001,Internal Medicine,207R00000X,FL,2012
1401685072,Family Medicine,207Q00000X,FL,2007
1200024465,Emergency Medicine,207P00000X,HI,1994
1040663332,Urology,208800000X,CA,2013
1608862805,Psychiatry & Neurology,2084A0401X,CA,2010
1001094360,Urology,208800000X,TX,2012
1381707045,Urology,208800000X,NV,1990
1750948279,Internal Medicine,207R00000X,NY,2001
1092916034,Internal Medicine,207R00000X,TX,1997
1600723211,Obstetrics & Gynecology,207V00000X,CA,2010
1397172846,Family Medicine,207Q00000X,TX,1998
1528640257,Family Medicine,207Q00000X,TX,2002
1753446685,Pediatrics,208000000X,FL,2012
1614247314,Family Medicine,207Q00000X,TN,2008
1382731788,Pediatrics,208000000X,WV,2004
1327328617,Emergency Medicine,207P00000X,AZ,2005
1937635666,Pathology,207ZB0001X,MN,2016
1587129739,Pediatrics,208000000X,CO,2014
1414699755,Otolaryngology,207Y00000X,TX,1995
1255460739,Family Medicine,207Q00000X,FL,2016
1667770089,Emergency Medicine,207P00000X,NY,2006
1851400840,Obstetrics & Gynecology,207V00000X,NC,1995
1800544573,Pediatrics,208000000X,GA,1998
1519931772,Emergency Medicine,207P00000X,TX,2011
1879637340,Psychiatry & Neurology,2084A0401X,TX,2010
1198580353,Otolaryngology,207Y00000X,TX,1995
1167324643,Emergency Medicine,207P00000X,TN,2019
1236091371,Obstetrics & Gynecology,207V00000X,OH,2015
1525702225,Internal Medicine,207R00000X,IL,2011
1626510576,Psychiatry & Neurology,2084A0401X,TN,2013
1842025102,Family Medicine,207Q00000X,MO,2017
1670381916,Family Medicine,207Q00000X,MA,2009
1945098626,Emergency Medicine,207P00000X,CT,2014
1289321030,Internal Medicine,207R00000X,ID,2012
1908909306,Internal Medicine,207R00000X,CA,2006
1042175384,Radiology,2085B0100X,CA,2011
1609580018,Internal Medicine,207R00000X,TX,2015
1146769454,Emergency Medicine,207P00000X,OR,2002
1627094612,Psychiatry & Neurology,2084A0401X,NY,2005
1221380292,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,TX,2008
1463423131,Family Medicine,207Q00000X,CA,2009
1013489459,Radiology,2085B0100X,NC,2002
1946595901,Surgery,208600000X,NY,2007
1349923585,Internal Medicine,207R00000X,ND,2011
1014733285,Ophthalmology,207W00000X,TX,2010
1862808593,Psychiatry & Neurology,2084A0401X,TN,1994
1748806845,Pediatrics,208000000X,TX,1992
1811141518,Anesthesiology,207L00000X,TN,2019
1251525485,Pediatrics,208000000X,SC,1998
1502072618,Emergency Medicine,207P00000X,PA,2009
1930871995,Pediatrics,208000000X,MN,2011
1590926931,Otolaryngology,207Y00000X,TX,2010
1421580360,Psychiatry & Neurology,2084A0401X,MT,2009
1368177063,Dermatology,207N00000X,MD,2003
1281005565,Family Medicine,207Q00000X,NJ,2013
1957094513,Internal Medicine,207R00000X,FL,2003
1772927509,Internal Medicine,207R00000X,FL,2010
1975375258,Orthopaedic Surgery,207X00000X,NJ,2017
1466316506,Surgery,208600000X,LA,2009
1427380344,Internal Medicine,207R00000X,CA,2003
1055120244,Internal Medicine,207R00000X,FL,2010
1823749381,Pediatrics,208000000X,WA,2010
1791300076,Internal Medicine,207R00000X,NY,1998
1931532992,Family Medicine,207Q00000X,MD,2003
1311427219,Pediatrics,208000000X,LA,2008
1120691302,Radiology,2085B0100X,TN,2002
1396640215,Internal Medicine,207R00000X,LA,2009
1457932147,Internal Medicine,207R00000X,TX,2002
1021302850,Anesthesiology,207L00000X,GA,2019
1801460563,Psychiatry & Neurology,2084A0401X,NY,2012
1460615309,Family Medicine,207Q00000X,AZ,2007
1724539378,Internal Medicine,207R00000X,KY,2004
1227791294,Anesthesiology,207L00000X,AZ,2015
1503278479,Obstetrics & Gynecology,207V00000X,GA,2015
1169969445,Internal Medicine,207R00000X,NY,2012
1484171073,Pediatrics,208000000X,CA,1998
1070101450,Family Medicine,207Q00000X,NJ,2005
1443114552,Otolaryngology,207Y00000X,CA,2009
1525490219,Internal Medicine,207R00000X,TX,2013
1743955910,Family Medicine,207Q00000X,CA,1991
1236536144,Family Medicine,207Q00000X,IN,1999
1626458321,Plastic Surgery,208200000X,MD,1995
1288814241,Emergency Medicine,207P00000X,CA,1995
1384933994,Ophthalmology,207W00000X,CT,2014
1376924241,Psychiatry & Neurology,2084A0401X,LA,2010
1780410415,Internal Medicine,207R00000X,AL,2008
1318041443,Emergency Medicine,207P00000X,NY,2008
1304728805,Psychiatry & Neurology,2084A0401X,WA,2000
1691724581,Emergency Medicine,207P00000X,NY,2014
1099748380,Urology,208800000X,IN,2011
1265046999,Family Medicine,207Q00000X,MA,2006
1710573738,Internal Medicine,207R00000X,FL,2006
1166878409,Pediatrics,208000000X,MO,1989
1188875524,Internal Medicine,207R00000X,TX,2012
1527445070,Pediatrics,208000000X,FL,2017
1476638626,Internal Medicine,207R00000X,ME,2008
1509927087,Otolaryngology,207Y00000X,UT,2014
1052068016,Internal Medicine,207R00000X,AZ,2012
1756708255,Pediatrics,208000000X,IL,2006
1020220483,Emergency Medicine,207P00000X,AZ,2011
1161523356,Pediatrics,208000000X,IN,2013
1953218421,Family Medicine,207Q00000X,AZ,1989
1876466628,Internal Medicine,207R00000X,MS,1991
1539540587,Obstetrics & Gynecology,207V00000X,OH,1995
1561087838,Pediatrics,208000000X,PA,2011
1355441332,Allergy & Immunology,207K00000X,FL,1999
1752360978,Family Medicine,207Q00000X,FL,2010
1524562877,Pediatrics,208000000X,CA,2010
1181745625,Internal Medicine,207R00000X,MN,2003
1038321281,Internal Medicine,207R00000X,PA,2011
1554886725,Psychiatry & Neurology,2084A0401X,TX,2015
1749918516,Ophthalmology,207W00000X,KY,2017
1917040085,Internal Medicine,207R00000X,MO,2010
1648936866,Surgery,208600000X,NY,1999
1879965436,Psychiatry & Neurology,2084A0401X,GA,2012
1442673814,Surgery,208600000X,OH,2012
1318216631,Radiology,2085B0100X,CA,2009
1185726001,Radiology,2085B0100X,AZ,2017
1014619377,Obstetrics & Gynecology,207V00000X,GA,2000
1940045762,Internal Medicine,207R00000X,CA,2011
1892357389,Ophthalmology,207W00000X,NV,2009
1402285468,Anesthesiology,207L00000X,CA,2008
1180941647,Ophthalmology,207W00000X,TN,2000
1528994100,Internal Medicine,207R00000X,MI,2002
1603037734,Orthopaedic Surgery,207X00000X,IN,2011
1218467862,Anesthesiology,207L00000X,NJ,2003
1893782098,Family Medicine,207Q00000X,FL,2015
1850410980,Internal Medicine,207R00000X,CA,1992
1926238613,Emergency Medicine,207P00000X,CA,2007
1976407357,Obstetrics & Gynecology,207V00000X,AZ,2000
1116539739,Obstetrics & Gynecology,207V00000X,MI,2013
1403708906,Psychiatry & Neurology,2084A0401X,IN,2001
1728496625,Pediatrics,208000000X,NJ,1999
1714297300,Internal Medicine,207R00000X,NJ,2019
1485481588,Surgery,208600000X,IL,2007
1563068711,Family Medicine,207Q00000X,MS,2005
1445606167,Otolaryngology,207Y00000X,TX,1998
1156679023,Internal Medicine,207R00000X,IL,2013
1136413642,Anesthesiology,207L00000X,AL,2008
1595399928,Family Medicine,207Q00000X,NJ,1999
1345591980,Radiology,2085B0100X,CA,2016
1501950830,Ophthalmology,207W00000X,PA,1995
1271958344,Internal Medicine,207R00000X,MD,1998
1111716050,Internal Medicine,207R00000X,FL,1989
1594639183,Orthopaedic Surgery,207X00000X,CA,2001
1538096011,Pediatrics,208000000X,FL,1996
1717534766,Family Medicine,207Q00000X,TX,2004
1868739933,Nuclear Medicine,207U00000X,IN,2003
1039733922,Pediatrics,208000000X,MN,2007
1455838171,Family Medicine,207Q00000X,CA,2004
1729354146,Family Medicine,207Q00000X,TX,2002
1231884507,Psychiatry & Neurology,2084A0401X,OH,2004
1767628229,Emergency Medicine,207P00000X,WA,2000
1353773090,Neurological Surgery,207T00000X,OH,2009
1470429774,Internal Medicine,207R00000X,TX,2001
1941936969,Emergency Medicine,207P00000X,IN,2006
1043910169,Neurological Surgery,207T00000X,CA,2008
1153381425,Internal Medicine,207R00000X,AK,1990
1248717716,Obstetrics & Gynecology,207V00000X,TN,2000
1284142589,Internal Medicine,207R00000X,MA,2008
1103217323,Pediatrics,208000000X,TX,2010
1978653065,Physical Medicine & Rehabilitation,208100000X,FL,2012
1724071182,Otolaryngology,207Y00000X,PA,2004
1391034976,Pediatrics,208000000X,TX,2006
1217021967,Radiology,2085B0100X,WI,2012
1050827264,Pediatrics,208000000X,CA,2009
1930365188,Pediatrics,208000000X,CA,2012
1289927851,Dermatology,207N00000X,MD,2005
1396603841,Emergency Medicine,207P00000X,ID,2002
1171247442,Pediatrics,208000000X,OR,1997
1202285767,Anesthesiology,207L00000X,CA,2011
1900619416,Family Medicine,207Q00000X,CT,2004
1616419986,Obstetrics & Gynecology,207V00000X,NY,2005
1146005263,Dermatology,207N00000X,FL,1998
1503247102,Internal Medicine,207R00000X,VA,2000
1063567311,Internal Medicine,207R00000X,MI,2006
1907382463,Family Medicine,207Q00000X,NY,1989
1305543278,Pathology,207ZB0001X,WI,2002
1246620714,Family Medicine,207Q00000X,WA,2011
1025110713,Radiology,2085B0100X,NJ,1995
1310553205,Family Medicine,207Q00000X,IL,1995
1865762821,Emergency Medicine,207P00000X,TX,2011
1942307533,Emergency Medicine,207P00000X,TN,1994
1012779942,Psychiatry & Neurology,2084A0401X,NC,1992
1776831459,Psychiatry & Neurology,2084A0401X,FL,2004
1767323615,Internal Medicine,207R00000X,CA,2012
1644246179,Pediatrics,208000000X,PA,2013
1454148945,Psychiatry & Neurology,2084A0401X,OH,1997
1205842911,Family Medicine,207Q00000X,CA,2004
1723023341,Internal Medicine,207R00000X,IN,2016
1604761639,Family Medicine,207Q00000X,FL,2002
1972920239,Family Medicine,207Q00000X,FL,2009
1992572051,Emergency Medicine,207P00000X,NJ,2009
1428751972,Psychiatry & Neurology,2084A0401X,WA,2010
1640320903,Surgery,208600000X,NE,1996
1041145057,Surgery,208600000X,IN,2008
1408346777,Psychiatry & Neurology,2084A0401X,VA,2019
1266018112,Obstetrics & Gynecology,207V00000X,LA,2006
1937551996,Family Medicine,207Q00000X,OR,2012
1697429201,Psychiatry & Neurology,2084A0401X,NC,2009
1387715620,Anesthesiology,207L00000X,RI,2004
1828768055,Dermatology,207N00000X,NC,1994
1284441619,Physical Medicine & Rehabilitation,208100000X,IN,1996
1418065201,Pediatrics,208000000X,SC,2011
1041325329,Ophthalmology,207W00000X,NY,2009
1255714275,Obstetrics & Gynecology,207V00000X,IA,2013
1781806736,Anesthesiology,207L00000X,TX,2015
1992441984,Pathology,207ZB0001X,CA,2011
1063522878,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,MD,2005
1376074369,Emergency Medicine,207P00000X,NY,1995
1563854698,Pediatrics,208000000X,ID,1992
1874683992,Internal Medicine,207R00000X,DE,2009
1294944149,Pediatrics,208000000X,NC,1993
1936679061,Family Medicine,207Q00000X,NY,1989
1849123900,Pathology,207ZB0001X,KY,2000
1229826619,Emergency Medicine,207P00000X,MA,2002
1064380656,Family Medicine,207Q00000X,AL,2012
1265141576,Obstetrics & Gynecology,207V00000X,MT,2005
1818966586,Dermatology,207N00000X,GA,2003
1701361598,Pediatrics,208000000X,CA,2015
1335941138,Internal Medicine,207R00000X,ID,2000
1008716874,Family Medicine,207Q00000X,IL,2008
1610417218,Radiology,2085B0100X,NY,2001
1222397394,Orthopaedic Surgery,207X00000X,TN,2008
1881253615,Family Medicine,207Q00000X,CA,2005
1385398692,Family Medicine,207Q00000X,CA,2001
1898824986,Orthopaedic Surgery,207X00000X,SD,2009
1084048507,Pediatrics,208000000X,NY,2003
1154997641,Radiology,2085B0100X,SC,2003
1562074868,Pediatrics,208000000X,WV,2005
1086909250,Pathology,207ZB0001X,OK,2005
1434343608,Radiology,2085B0100X,NE,2016
1042571228,Surgery,208600000X,OH,1990
1450993963,Plastic Surgery,208200000X,WA,2010
1723087213,Radiology,2085B0100X,IL,2011
1513430102,Emergency Medicine,207P00000X,CA,2013
1894138571,Ophthalmology,207W00000X,OR,2008
1657450338,Anesthesiology,207L00000X,CO,2001
1007456084,Pediatrics,208000000X,CA,2013
1981874575,Obstetrics & Gynecology,207V00000X,CA,2002
1197232626,Internal Medicine,207R00000X,FL,2003
1725612448,Emergency Medicine,207P00000X,WA,2012
1421423447,Psychiatry & Neurology,2084A0401X,KY,2015
1943069967,Obstetrics & Gynecology,207V00000X,UT,2004
1732222538,Orthopaedic Surgery,207X00000X,FL,2007
1428072346,Anesthesiology,207L00000X,KY,2006
1084334105,Psychiatry & Neurology,2084A0401X,CA,2014
1705760878,Family Medicine,207Q00000X,GA,1999
1522229867,Radiology,2085B0100X,IL,2004
1981496965,Pediatrics,208000000X,FL,2017
1097078574,Internal Medicine,207R00000X,ID,2001
1655789018,Pediatrics,208000000X,OH,1994
1494074408,Pathology,207ZB0001X,NC,2012
1624536730,Obstetrics & Gynecology,207V00000X,MA,2007
1314950605,Pathology,207ZB0001X,MD,1989
1017498381,Surgery,208600000X,IN,2011
1900085337,Obstetrics & Gynecology,207V00000X,AZ,2005
1504732235,Family Medicine,207Q00000X,OK,1999
1208817746,Internal Medicine,207R00000X,TX,2009
1967438437,Family Medicine,207Q00000X,PA,1994
1060332941,Family Medicine,207Q00000X,NH,2015
1997311539,Family Medicine,207Q00000X,AL,2003
1538701990,Pathology,207ZB0001X,SC,1993
1914715903,Family Medicine,207Q00000X,AL,2013
1087799023,Family Medicine,207Q00000X,MI,2017
1919163489,Pediatrics,208000000X,FL,2011
1710341003,Allergy & Immunology,207K00000X,KY,2013
1363893003,Surgery,208600000X,CA,2001
1078684630,Family Medicine,207Q00000X,CA,2006
1847393778,Radiology,2085B0100X,NY,2005
1985303068,Family Medicine,207Q00000X,VA,1997
1163660073,Surgery,208600000X,CA,2005
1161741891,Orthopaedic Surgery,207X00000X,MD,2007
1361785318,Internal Medicine,207R00000X,CA,2013
1777051768,Emergency Medicine,207P00000X,AZ,2007
1754710964,Urology,208800000X,AZ,2007
1418591321,Dermatology,207N00000X,FL,2003
1659671659,Family Medicine,207Q00000X,MD,1992
1078243346,Internal Medicine,207R00000X,IL,2002
1637086954,Psychiatry & Neurology,2084A0401X,SC,2011
1203638253,Pediatrics,208000000X,IL,2011
1836968036,Emergency Medicine,207P00000X,MS,2006
1980007136,Plastic Surgery,208200000X,OH,1996
1648762031,Otolaryngology,207Y00000X,NC,2009
1577759537,Radiology,2085B0100X,MO,2014
1879245581,Anesthesiology,207L00000X,WI,2001
1057174827,Physical Medicine & Rehabilitation,208100000X,IL,1999
1578361838,Emergency Medicine,207P00000X,MI,2013
1819797121,Obstetrics & Gynecology,207V00000X,TN,2010
1535294965,Family Medicine,207Q00000X,FL,2005
1354223533,Psychiatry & Neurology,2084A0401X,WA,2005
1933736971,Internal Medicine,207R00000X,PA,1999
1290693898,Psychiatry & Neurology,2084A0401X,MI,2006
1716422633,Pediatrics,208000000X,NY,1996
1486452794,Family Medicine,207Q00000X,CO,2012
1518310739,Internal Medicine,207R00000X,ID,2003
1212573616,Psychiatry & Neurology,2084A0401X,MA,1998
1526006501,Pediatrics,208000000X,NJ,2008
1508842758,Internal Medicine,207R00000X,TX,2015
1324021363,Pediatrics,208000000X,WI,1995
1847403296,Psychiatry & Neurology,2084A0401X,OR,2016
1167834666,Ophthalmology,207W00000X,NY,2008
1989978667,Orthopaedic Surgery,207X00000X,PA,1992
1485011294,Emergency Medicine,207P00000X,OR,2010
1234688806,Pediatrics,208000000X,GA,2007
1154305621,Radiology,2085B0100X,NJ,2008
1219617754,Radiology,2085B0100X,WA,1998
1443384338,Obstetrics & Gynecology,207V00000X,TN,2006
1639444342,Anesthesiology,207L00000X,MA,2011
1826849626,Emergency Medicine,207P00000X,NE,2011
1496196480,Internal Medicine,207R00000X,FL,2009
1686641949,Radiology,2085B0100X,WA,2001
1367405838,Psychiatry & Neurology,2084A0401X,IL,1995
1859307773,Family Medicine,207Q00000X,TN,1997
1835641857,Orthopaedic Surgery,207X00000X,NC,2009
1112776434,Dermatology,207N00000X,AZ,1996
1947296483,Psychiatry & Neurology,2084A0401X,FL,2013
1575952936,Orthopaedic Surgery,207X00000X,FL,2002
1181036603,Radiology,2085B0100X,CA,2006
1472057151,Internal Medicine,207R00000X,WI,2016
1173825757,Family Medicine,207Q00000X,CA,2015
1149363545,Psychiatry & Neurology,2084A0401X,TN,2003
1520288766,Psychiatry & Neurology,2084A0401X,GA,1996
1934364898,Internal Medicine,207R00000X,TX,2009
1478929171,Family Medicine,207Q00000X,MD,2011
1962368514,Neurological Surgery,207T00000X,TN,2010
1396278974,Orthopaedic Surgery,207X00000X,MI,2018
1739186975,Orthopaedic Surgery,207X00000X,TX,2007
1313957585,Internal Medicine,207R00000X,FL,2010
1397426333,Internal Medicine,207R00000X,PA,2009
1291075897,Family Medicine,207Q00000X,IL,2013
1196128619,Pediatrics,208000000X,FL,2016
1430724033,Anesthesiology,207L00000X,OH,2017
1622200115,Internal Medicine,207R00000X,CA,1994
1583290592,Family Medicine,207Q00000X,IL,1999
1573734666,Obstetrics & Gynecology,207V00000X,NC,1995
1405830252,Internal Medicine,207R00000X,OH,2017
1818672424,Orthopaedic Surgery,207X00000X,FL,2000
1762639759,Anesthesiology,207L00000X,CA,1991
1621897564,Plastic Surgery,208200000X,MD,2012
1503554028,Internal Medicine,207R00000X,CA,2014
1563189400,Internal Medicine,207R00000X,NY,2000
1755320896,Family Medicine,207Q00000X,OH,2011
1252660448,Family Medicine,207Q00000X,CO,2004
1393263011,Pathology,207ZB0001X,NY,1994
1092035678,Internal Medicine,207R00000X,CA,2013
1884448618,Emergency Medicine,207P00000X,CA,2000
1831960038,Pediatrics,208000000X,NC,2015
1532327487,Emergency Medicine,207P00000X,FL,2010
1032398970,Psychiatry & Neurology,2084A0401X,OK,2005
1864221548,Psychiatry & Neurology,2084A0401X,AZ,2013
1749937326,Orthopaedic Surgery,207X00000X,MO,2003
1848859389,Emergency Medicine,207P00000X,CA,2002
1588358840,Ophthalmology,207W00000X,TX,1992
1943427447,Internal Medicine,207R00000X,CA,2006
1352396752,Emergency Medicine,207P00000X,MN,1997
1534835594,Anesthesiology,207L00000X,FL,2010
1214507448,Physical Medicine & Rehabilitation,208100000X,MD,2005
1725812410,Psychiatry & Neurology,2084A0401X,WA,2006
1609791540,Surgery,208600000X,CO,2006
1961226705,Family Medicine,207Q00000X,SC,2005
1237888932,Internal Medicine,207R00000X,WA,2016
1933135372,Colon & Rectal Surgery,208C00000X,FL,2000
1270782588,Anesthesiology,207L00000X,CA,2007
1319675017,Pediatrics,208000000X,MI,2012
1839499385,Pediatrics,208000000X,NY,1997
1564360794,Psychiatry & Neurology,2084A0401X,OR,2017
1490995994,Internal Medicine,207R00000X,FL,1994
1545495271,Physical Medicine & Rehabilitation,208100000X,MN,2010
1571846330,Internal Medicine,207R00000X,SC,2013
1554000533,Pediatrics,208000000X,FL,2012
1676074291,Obstetrics & Gynecology,207V00000X,TX,1990
1180824835,Internal Medicine,207R00000X,NY,2007
1464282700,Surgery,208600000X,MN,2003
1591095496,Emergency Medicine,207P00000X,CO,2002
1647839111,Obstetrics & Gynecology,207V00000X,FL,2008
1376400143,Psychiatry & Neurology,2084A0401X,FL,2010
1163508173,Anesthesiology,207L00000X,KY,2006
1940261435,Pediatrics,208000000X,FL,2011
1963314269,Internal Medicine,207R00000X,NV,2003
1073938999,Psychiatry & Neurology,2084A0401X,NY,1998
1851165567,Dermatology,207N00000X,NY,2013
1997294743,Family Medicine,207Q00000X,MA,2017
1363385190,Pathology,207ZB0001X,FL,1999
1473886863,Pediatrics,208000000X,GA,2003
1966148961,Emergency Medicine,207P00000X,CO,2000
1064418464,Surgery,208600000X,NJ,1988
1210450775,Neurological Surgery,207T00000X,LA,1996
1961291485,Family Medicine,207Q00000X,LA,2018
1935786511,Pediatrics,208000000X,NV,2001
1692815685,Anesthesiology,207L00000X,FL,2018
1446770384,Plastic Surgery,208200000X,MA,2003
1974740718,Internal Medicine,207R00000X,TX,2005
1648486342,Emergency Medicine,207P00000X,VA,2011
1360912442,Psychiatry & Neurology,2084A0401X,KY,2011
1498256324,Internal Medicine,207R00000X,MD,1993
1876876149,Emergency Medicine,207P00000X,VA,2001
1880204221,Obstetrics & Gynecology,207V00000X,PA,1999
1941124269,Dermatology,207N00000X,TN,1992
1123300216,Emergency Medicine,207P00000X,TX,2013
1335489294,Internal Medicine,207R00000X,CA,2011
1869305189,Internal Medicine,207R00000X,TX,2015
1804558876,Ophthalmology,207W00000X,TX,2000
1773999689,Pathology,207ZB0001X,IA,2003
1341942963,Internal Medicine,207R00000X,IN,2014
1847186867,Internal Medicine,207R00000X,NY,2000
1180400131,Pathology,207ZB0001X,MD,2000
1644836649,Emergency Medicine,207P00000X,IL,2013
1510277878,Dermatology,207N00000X,NC,2012
1505078638,Anesthesiology,207L00000X,NC,2007
1577083458,Family Medicine,207Q00000X,MI,2005
1397514500,Nuclear Medicine,207U00000X,AZ,2010
1065692117,Physical Medicine & Rehabilitation,208100000X,MD,1997
1577050440,Family Medicine,207Q00000X,OH,1990
1936325483,Pathology,207ZB0001X,CO,2009
1935438345,Family Medicine,207Q00000X,NC,2008
1067823900,Internal Medicine,207R00000X,OH,2003
1517159475,Internal Medicine,207R00000X,AZ,2005
1426045179,Family Medicine,207Q00000X,CO,2011
1418161380,Orthopaedic Surgery,207X00000X,CA,2002
1350976555,Pediatrics,208000000X,CA,1993
1454302278,Family Medicine,207Q00000X,KY,2005
1000213995,Family Medicine,207Q00000X,MI,2012
1459494351,Psychiatry & Neurology,2084A0401X,ME,2001
1631176017,Psychiatry & Neurology,2084A0401X,TX,1995
1237489103,Family Medicine,207Q00000X,TX,2015
1298188008,Pediatrics,208000000X,NJ,1992
1115457461,Pediatrics,208000000X,CA,2008
1013358837,Anesthesiology,207L00000X,IL,1999
1252537240,Internal Medicine,207R00000X,TX,2013
1988901660,Psychiatry & Neurology,2084A0401X,NY,1992
1625002971,Orthopaedic Surgery,207X00000X,AR,2012
1888678368,Pathology,207ZB0001X,NJ,2012
1457292005,Anesthesiology,207L00000X,UT,2011
1886393077,Surgery,208600000X,MI,1996
1503030771,Internal Medicine,207R00000X,AZ,2006
1284201831,Orthopaedic Surgery,207X00000X,IA,2006
1913957423,Dermatology,207N00000X,FL,2006
1265950927,Family Medicine,207Q00000X,OR,2016
1921690800,Internal Medicine,207R00000X,FL,2012
1206049268,Internal Medicine,207R00000X,CO,2006
1434033324,Internal Medicine,207R00000X,CA,2008
1458365529,Internal Medicine,207R00000X,OH,2017
1641994474,Family Medicine,207Q00000X,CA,1989
1245312909,Psychiatry & Neurology,2084A0401X,NE,2012
1457892093,Emergency Medicine,207P00000X,CA,2014
1835422639,Family Medicine,207Q00000X,NY,2016
1392946871,Emergency Medicine,207P00000X,IL,2011
1736516927,Pediatrics,208000000X,NV,2014
1482925348,Pediatrics,208000000X,CA,2011
1791753589,Dermatology,207N00000X,NY,2007
1863407999,Neurological Surgery,207T00000X,FL,2009
1793943519,Family Medicine,207Q00000X,TX,1996
1181106562,Pathology,207ZB0001X,LA,2006
1325641292,Urology,208800000X,PA,2001
1852648058,Obstetrics & Gynecology,207V00000X,PA,1988
1136800939,Pediatrics,208000000X,ID,2009
1986703001,Internal Medicine,207R00000X,CA,1994
1276510207,Anesthesiology,207L00000X,TX,2001
1186350694,Surgery,208600000X,MI,2010
1419022169,Dermatology,207N00000X,AL,2014
1649334616,Urology,208800000X,GA,2009
1802073241,Internal Medicine,207R00000X,ND,2008
1201216649,Internal Medicine,207R00000X,AZ,2018
1084022502,Family Medicine,207Q00000X,NV,2009
1375864414,Emergency Medicine,207P00000X,FL,1998
1285811166,Pediatrics,208000000X,WA,2006
1298747555,Radiology,2085B0100X,FL,2010
1720265341,Ophthalmology,207W00000X,CT,1994
1566796144,Internal Medicine,207R00000X,PA,2011
1301723213,Psychiatry & Neurology,2084A0401X,WA,1998
1301325068,Pediatrics,208000000X,UT,2017
1477971893,Pediatrics,208000000X,AZ,2008
1561720065,Ophthalmology,207W00000X,NY,2003
1251394411,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,WV,2006
1127539090,Pediatrics,208000000X,NJ,2011
1261498111,Obstetrics & Gynecology,207V00000X,VA,1998
1214797239,Pathology,207ZB0001X,IN,2007
1685148060,Family Medicine,207Q00000X,GA,1988
1863173369,Internal Medicine,207R00000X,WA,2005
1013521418,Internal Medicine,207R00000X,ID,2014
1912075094,Obstetrics & Gynecology,207V00000X,CA,2005
1614859712,Obstetrics & Gynecology,207V00000X,IN,2014
1872484351,Physical Medicine & Rehabilitation,208100000X,CA,2009
1822293423,Surgery,208600000X,NY,2001
1275070419,Psychiatry & Neurology,2084A0401X,CA,2008
1010330680,Urology,208800000X,LA,1998
1771873662,Anesthesiology,207L00000X,MT,2005
1055966299,Internal Medicine,207R00000X,SC,2008
1391381377,Surgery,208600000X,ID,2014
1836847511,Internal Medicine,207R00000X,AR,2012
1502298577,Internal Medicine,207R00000X,CA,2006
1847839192,Internal Medicine,207R00000X,CO,2006
1627513751,Family Medicine,207Q00000X,ID,2003
1906797273,Psychiatry & Neurology,2084A0401X,OH,2009
1427603596,Radiology,2085B0100X,GA,2018
